Datetime,AEP,COMED,DAYTON,DEOK,DOM,DUQ,EKPC,FE,NI,PJME,PJMW,PJM_Load
2011-09-30 01:00:00,12643.0,9380.0,1489.0,,7973.0,1367.0,,6238.0,,24844.0,4181.0,
2011-09-30 02:00:00,12046.0,8846.0,1409.0,,7564.0,1332.0,,5992.0,,23527.0,3992.0,
2011-09-30 03:00:00,11857.0,8532.0,1379.0,,7316.0,1311.0,,5868.0,,22818.0,3898.0,
2011-09-30 04:00:00,11720.0,8318.0,1374.0,,7188.0,1273.0,,5769.0,,22530.0,3866.0,
2011-09-30 05:00:00,11861.0,8279.0,1392.0,,7335.0,1296.0,,5888.0,,22870.0,3902.0,
2011-09-30 06:00:00,12550.0,8436.0,1511.0,,7929.0,1372.0,,6202.0,,24571.0,4163.0,
2011-09-30 07:00:00,13816.0,9075.0,1722.0,,9018.0,1491.0,,6962.0,,27845.0,4702.0,
2011-09-30 08:00:00,14550.0,10224.0,1862.0,,9527.0,1559.0,,7496.0,,29475.0,4932.0,
2011-09-30 09:00:00,14695.0,10810.0,1885.0,,9824.0,1582.0,,7593.0,,30636.0,4923.0,
2011-09-30 10:00:00,14930.0,10998.0,1916.0,,10196.0,1638.0,,7699.0,,31836.0,5016.0,
2011-09-30 11:00:00,15088.0,11104.0,1946.0,,10667.0,1666.0,,7772.0,,32906.0,5148.0,
2011-09-30 12:00:00,15017.0,11232.0,1946.0,,11046.0,1706.0,,7776.0,,33692.0,5223.0,
2011-09-30 13:00:00,15087.0,11214.0,1945.0,,11349.0,1713.0,,7746.0,,34109.0,5185.0,
2011-09-30 14:00:00,14918.0,11247.0,1934.0,,11573.0,1705.0,,7763.0,,34475.0,5162.0,
2011-09-30 15:00:00,14890.0,11270.0,1902.0,,11668.0,1685.0,,7640.0,,34509.0,5122.0,
2011-09-30 16:00:00,14673.0,11127.0,1850.0,,11669.0,1677.0,,7547.0,,34177.0,5031.0,
2011-09-30 17:00:00,14515.0,10950.0,1832.0,,11576.0,1740.0,,7351.0,,33796.0,5005.0,
2011-09-30 18:00:00,14496.0,10839.0,1798.0,,11246.0,1646.0,,7340.0,,33311.0,5003.0,
2011-09-30 19:00:00,14425.0,10734.0,1775.0,,10913.0,1651.0,,7332.0,,32891.0,5016.0,
2011-09-30 20:00:00,14737.0,11025.0,1833.0,,10915.0,1656.0,,7535.0,,33220.0,5159.0,
2011-09-30 21:00:00,14891.0,11305.0,1862.0,,10425.0,1628.0,,7537.0,,32024.0,5043.0,
2011-09-30 22:00:00,14583.0,11111.0,1810.0,,9745.0,1580.0,,7366.0,,30484.0,4869.0,
2011-09-30 23:00:00,13916.0,10746.0,1706.0,,9019.0,1485.0,,7000.0,,28274.0,4545.0,
2011-09-29 01:00:00,12577.0,9352.0,1519.0,,8661.0,1401.0,,6472.0,,28247.0,4331.0,
2011-09-29 02:00:00,12029.0,8807.0,1452.0,,8139.0,1352.0,,6237.0,,26765.0,4135.0,
2011-09-29 03:00:00,11787.0,8483.0,1411.0,,7863.0,1336.0,,6104.0,,25891.0,3996.0,
2011-09-29 04:00:00,11763.0,8272.0,1398.0,,7757.0,1329.0,,6033.0,,25458.0,3960.0,
2011-09-29 05:00:00,11866.0,8241.0,1434.0,,7910.0,1335.0,,6143.0,,25841.0,3959.0,
2011-09-29 06:00:00,12614.0,8399.0,1549.0,,8608.0,1417.0,,6484.0,,27690.0,4222.0,
2011-09-29 07:00:00,13997.0,9050.0,1768.0,,9785.0,1534.0,,7149.0,,31098.0,4718.0,
2011-09-29 08:00:00,14678.0,10168.0,1908.0,,10414.0,1629.0,,7453.0,,32987.0,4914.0,
2011-09-29 09:00:00,14856.0,10735.0,1920.0,,10505.0,1641.0,,7613.0,,34303.0,5165.0,
2011-09-29 10:00:00,15012.0,11095.0,1931.0,,11020.0,1663.0,,7816.0,,35580.0,5221.0,
2011-09-29 11:00:00,15199.0,11369.0,1963.0,,11475.0,1705.0,,8032.0,,36587.0,5338.0,
2011-09-29 12:00:00,15355.0,11585.0,1984.0,,11774.0,1719.0,,7943.0,,37259.0,5378.0,
2011-09-29 13:00:00,15480.0,11750.0,1995.0,,12176.0,1734.0,,7955.0,,37483.0,5422.0,
2011-09-29 14:00:00,15615.0,11814.0,2006.0,,12504.0,1735.0,,8021.0,,37556.0,5443.0,
2011-09-29 15:00:00,15549.0,11863.0,2005.0,,12651.0,1736.0,,7925.0,,37511.0,5391.0,
2011-09-29 16:00:00,15592.0,11670.0,1965.0,,12816.0,1716.0,,7852.0,,37233.0,5383.0,
2011-09-29 17:00:00,15546.0,11510.0,1937.0,,12863.0,1702.0,,7742.0,,36831.0,5374.0,
2011-09-29 18:00:00,15459.0,11431.0,1919.0,,12622.0,1675.0,,7643.0,,36264.0,5334.0,
2011-09-29 19:00:00,15221.0,11365.0,1936.0,,12097.0,1645.0,,7738.0,,35142.0,5279.0,
2011-09-29 20:00:00,15663.0,11465.0,1986.0,,12127.0,1668.0,,7979.0,,35748.0,5518.0,
2011-09-29 21:00:00,15869.0,11800.0,1975.0,,11736.0,1695.0,,8005.0,,34668.0,5486.0,
2011-09-29 22:00:00,15211.0,11497.0,1870.0,,10866.0,1640.0,,7668.0,,32585.0,5209.0,
2011-09-29 23:00:00,14191.0,11023.0,1724.0,,9757.0,1547.0,,7104.0,,29694.0,4838.0,
2011-09-30 00:00:00,13244.0,10150.0,1590.0,,8737.0,1451.0,,6624.0,,26963.0,4469.0,
2011-09-28 01:00:00,12523.0,9295.0,1503.0,,8754.0,1447.0,,6324.0,,28096.0,4313.0,
2011-09-28 02:00:00,12093.0,8822.0,1450.0,,8263.0,1381.0,,6087.0,,26740.0,4130.0,
2011-09-28 03:00:00,11735.0,8503.0,1406.0,,7970.0,1349.0,,5959.0,,25877.0,4038.0,
2011-09-28 04:00:00,11768.0,8275.0,1382.0,,7842.0,1341.0,,5900.0,,25507.0,3988.0,
2011-09-28 05:00:00,11751.0,8226.0,1410.0,,7951.0,1353.0,,6004.0,,25915.0,4092.0,
2011-09-28 06:00:00,12342.0,8388.0,1526.0,,8618.0,1420.0,,6331.0,,27938.0,4364.0,
2011-09-28 07:00:00,13968.0,8994.0,1751.0,,9849.0,1551.0,,7110.0,,31867.0,4882.0,
2011-09-28 08:00:00,14716.0,10169.0,1894.0,,10482.0,1613.0,,7592.0,,34174.0,5109.0,
2011-09-28 09:00:00,14743.0,10845.0,1914.0,,10715.0,1653.0,,7682.0,,35263.0,5196.0,
2011-09-28 10:00:00,15144.0,11191.0,1946.0,,11096.0,1701.0,,7867.0,,36037.0,5267.0,
2011-09-28 11:00:00,15367.0,11393.0,1981.0,,11677.0,1722.0,,8059.0,,36782.0,5316.0,
2011-09-28 12:00:00,15455.0,11575.0,1975.0,,12141.0,1763.0,,8132.0,,37433.0,5432.0,
2011-09-28 13:00:00,15468.0,11661.0,1984.0,,12739.0,1804.0,,8150.0,,37800.0,5489.0,
2011-09-28 14:00:00,15637.0,11625.0,1985.0,,13271.0,1838.0,,8180.0,,38532.0,5596.0,
2011-09-28 15:00:00,15625.0,11707.0,1968.0,,13603.0,1831.0,,8161.0,,38912.0,5681.0,
2011-09-28 16:00:00,15454.0,11569.0,1938.0,,13721.0,1799.0,,8067.0,,39031.0,5731.0,
2011-09-28 17:00:00,15378.0,11505.0,1926.0,,13758.0,1812.0,,7917.0,,39135.0,5796.0,
2011-09-28 18:00:00,15378.0,11392.0,1930.0,,13562.0,1800.0,,7793.0,,39057.0,5747.0,
2011-09-28 19:00:00,15292.0,11325.0,1905.0,,13016.0,1761.0,,7766.0,,38499.0,5693.0,
2011-09-28 20:00:00,15784.0,11522.0,1962.0,,13065.0,1809.0,,8010.0,,39329.0,5882.0,
2011-09-28 21:00:00,15835.0,11822.0,2003.0,,12562.0,1797.0,,8038.0,,38374.0,5847.0,
2011-09-28 22:00:00,15177.0,11545.0,1894.0,,11682.0,1722.0,,7664.0,,36301.0,5545.0,
2011-09-28 23:00:00,14247.0,11018.0,1759.0,,10551.0,1604.0,,7124.0,,33449.0,5073.0,
2011-09-29 00:00:00,13318.0,10177.0,1615.0,,9448.0,1480.0,,6572.0,,30592.0,4674.0,
2011-09-27 01:00:00,12650.0,9300.0,1508.0,,9134.0,1532.0,,6571.0,,28268.0,4504.0,
2011-09-27 02:00:00,12041.0,8776.0,1430.0,,8617.0,1463.0,,6333.0,,26605.0,4276.0,
2011-09-27 03:00:00,11839.0,8477.0,1393.0,,8299.0,1433.0,,6164.0,,25785.0,4155.0,
2011-09-27 04:00:00,11848.0,8263.0,1366.0,,8182.0,1387.0,,6016.0,,25447.0,4112.0,
2011-09-27 05:00:00,11998.0,8199.0,1398.0,,8300.0,1391.0,,5946.0,,25771.0,4187.0,
2011-09-27 06:00:00,12618.0,8369.0,1510.0,,8975.0,1461.0,,6319.0,,27764.0,4424.0,
2011-09-27 07:00:00,13924.0,9039.0,1747.0,,10249.0,1574.0,,7046.0,,31632.0,4942.0,
2011-09-27 08:00:00,14808.0,10255.0,1878.0,,10991.0,1652.0,,7435.0,,33692.0,5214.0,
2011-09-27 09:00:00,14930.0,10931.0,1887.0,,11105.0,1713.0,,7565.0,,34830.0,5310.0,
2011-09-27 10:00:00,15114.0,11208.0,1930.0,,11465.0,1756.0,,7748.0,,35812.0,5437.0,
2011-09-27 11:00:00,15385.0,11459.0,1973.0,,11681.0,1790.0,,7982.0,,36686.0,5496.0,
2011-09-27 12:00:00,15557.0,11596.0,1984.0,,12114.0,1809.0,,8093.0,,37620.0,5638.0,
2011-09-27 13:00:00,15692.0,11647.0,1997.0,,12508.0,1849.0,,8161.0,,38531.0,5673.0,
2011-09-27 14:00:00,15954.0,11615.0,1996.0,,12914.0,1892.0,,8211.0,,39503.0,5772.0,
2011-09-27 15:00:00,15996.0,11639.0,1979.0,,13060.0,1908.0,,8181.0,,40106.0,5785.0,
2011-09-27 16:00:00,15956.0,11553.0,1956.0,,13300.0,1932.0,,8116.0,,40243.0,5882.0,
2011-09-27 17:00:00,15975.0,11413.0,1928.0,,13337.0,1948.0,,8026.0,,40080.0,5932.0,
2011-09-27 18:00:00,15685.0,11308.0,1922.0,,13365.0,1945.0,,7883.0,,39574.0,5902.0,
2011-09-27 19:00:00,15578.0,11260.0,1916.0,,13084.0,1873.0,,7760.0,,39131.0,5834.0,
2011-09-27 20:00:00,15976.0,11449.0,1956.0,,13224.0,1892.0,,8068.0,,39794.0,5988.0,
2011-09-27 21:00:00,16120.0,11779.0,1996.0,,12751.0,1880.0,,8121.0,,38711.0,5884.0,
2011-09-27 22:00:00,15521.0,11522.0,1903.0,,11803.0,1788.0,,7784.0,,36649.0,5573.0,
2011-09-27 23:00:00,14526.0,10968.0,1751.0,,10638.0,1655.0,,7216.0,,33454.0,5113.0,
2011-09-28 00:00:00,13395.0,10119.0,1609.0,,9569.0,1545.0,,6688.0,,30392.0,4668.0,
2011-09-26 01:00:00,12376.0,8581.0,1449.0,,8403.0,1471.0,,6070.0,,26912.0,4226.0,
2011-09-26 02:00:00,11975.0,8192.0,1405.0,,8021.0,1425.0,,5898.0,,25545.0,4039.0,
2011-09-26 03:00:00,11766.0,8007.0,1385.0,,7801.0,1388.0,,5760.0,,24811.0,3996.0,
2011-09-26 04:00:00,11617.0,7935.0,1390.0,,7752.0,1351.0,,5731.0,,24589.0,3938.0,
2011-09-26 05:00:00,11733.0,7931.0,1427.0,,7950.0,1398.0,,5817.0,,25128.0,3998.0,
2011-09-26 06:00:00,12512.0,8205.0,1536.0,,8610.0,1473.0,,6226.0,,27180.0,4302.0,
2011-09-26 07:00:00,13930.0,8897.0,1779.0,,9920.0,1639.0,,7137.0,,30989.0,4837.0,
2011-09-26 08:00:00,14876.0,10070.0,1961.0,,10497.0,1715.0,,7658.0,,32933.0,5086.0,
2011-09-26 09:00:00,15275.0,10824.0,2009.0,,10744.0,1760.0,,7925.0,,34260.0,5300.0,
2011-09-26 10:00:00,15634.0,11113.0,2021.0,,11128.0,1841.0,,8100.0,,35597.0,5448.0,
2011-09-26 11:00:00,15869.0,11314.0,2053.0,,11562.0,1907.0,,8280.0,,37010.0,5589.0,
2011-09-26 12:00:00,16169.0,11553.0,2057.0,,12064.0,1983.0,,8453.0,,38226.0,5820.0,
2011-09-26 13:00:00,16344.0,11576.0,2062.0,,12527.0,2075.0,,8487.0,,39183.0,6040.0,
2011-09-26 14:00:00,16408.0,11590.0,2061.0,,12888.0,2108.0,,8613.0,,39966.0,6119.0,
2011-09-26 15:00:00,16262.0,11610.0,2065.0,,13261.0,2091.0,,8527.0,,40450.0,6220.0,
2011-09-26 16:00:00,16137.0,11535.0,2035.0,,13489.0,2143.0,,8452.0,,40817.0,6249.0,
2011-09-26 17:00:00,15986.0,11362.0,2019.0,,13629.0,2126.0,,8423.0,,41233.0,6266.0,
2011-09-26 18:00:00,15706.0,11293.0,2001.0,,13557.0,2113.0,,8250.0,,40982.0,6251.0,
2011-09-26 19:00:00,15602.0,11254.0,1951.0,,13246.0,2079.0,,8141.0,,40236.0,6208.0,
2011-09-26 20:00:00,15966.0,11404.0,1970.0,,13506.0,2098.0,,8270.0,,41129.0,6322.0,
2011-09-26 21:00:00,16091.0,11765.0,2018.0,,13176.0,2068.0,,8288.0,,39951.0,6211.0,
2011-09-26 22:00:00,15480.0,11515.0,1894.0,,12208.0,1967.0,,7806.0,,37338.0,5744.0,
2011-09-26 23:00:00,14658.0,10971.0,1760.0,,11119.0,1833.0,,7286.0,,33992.0,5328.0,
2011-09-27 00:00:00,13502.0,10107.0,1607.0,,9933.0,1657.0,,6881.0,,30772.0,4879.0,
2011-09-25 01:00:00,11573.0,8712.0,1350.0,,8549.0,1338.0,,5521.0,,26309.0,3870.0,
2011-09-25 02:00:00,11214.0,8183.0,1289.0,,8044.0,1285.0,,5300.0,,24854.0,3697.0,
2011-09-25 03:00:00,10990.0,7925.0,1240.0,,7807.0,1250.0,,5173.0,,24007.0,3566.0,
2011-09-25 04:00:00,10815.0,7682.0,1221.0,,7606.0,1243.0,,5050.0,,23463.0,3526.0,
2011-09-25 05:00:00,10790.0,7575.0,1213.0,,7528.0,1240.0,,5047.0,,23261.0,3515.0,
2011-09-25 06:00:00,10881.0,7527.0,1232.0,,7571.0,1263.0,,5111.0,,23476.0,3571.0,
2011-09-25 07:00:00,10969.0,7630.0,1284.0,,7811.0,1290.0,,5309.0,,24129.0,3728.0,
2011-09-25 08:00:00,11398.0,7797.0,1344.0,,8171.0,1315.0,,5418.0,,24883.0,3809.0,
2011-09-25 09:00:00,11948.0,7960.0,1409.0,,8895.0,1371.0,,5717.0,,26780.0,4069.0,
2011-09-25 10:00:00,12381.0,8391.0,1486.0,,9614.0,1433.0,,6010.0,,28961.0,4379.0,
2011-09-25 11:00:00,12887.0,8786.0,1539.0,,10168.0,1520.0,,6259.0,,30853.0,4630.0,
2011-09-25 12:00:00,13264.0,9041.0,1585.0,,10402.0,1582.0,,6373.0,,32630.0,4836.0,
2011-09-25 13:00:00,13670.0,9211.0,1617.0,,10714.0,1656.0,,6592.0,,33893.0,4970.0,
2011-09-25 14:00:00,13800.0,9222.0,1625.0,,10938.0,1703.0,,6733.0,,34657.0,5054.0,
2011-09-25 15:00:00,13911.0,9284.0,1640.0,,10978.0,1710.0,,6741.0,,34797.0,5193.0,
2011-09-25 16:00:00,14028.0,9233.0,1648.0,,11085.0,1749.0,,6791.0,,34801.0,5250.0,
2011-09-25 17:00:00,14176.0,9221.0,1647.0,,11242.0,1800.0,,6906.0,,35053.0,5360.0,
2011-09-25 18:00:00,14409.0,9241.0,1675.0,,11396.0,1824.0,,6972.0,,35354.0,5436.0,
2011-09-25 19:00:00,14494.0,9312.0,1682.0,,11480.0,1800.0,,6995.0,,35533.0,5407.0,
2011-09-25 20:00:00,14826.0,9594.0,1753.0,,11941.0,1842.0,,7375.0,,36876.0,5663.0,
2011-09-25 21:00:00,15134.0,10235.0,1801.0,,11690.0,1857.0,,7483.0,,36330.0,5556.0,
2011-09-25 22:00:00,14594.0,10073.0,1719.0,,11011.0,1786.0,,7199.0,,34386.0,5261.0,
2011-09-25 23:00:00,13802.0,9716.0,1615.0,,10098.0,1688.0,,6813.0,,31858.0,4918.0,
2011-09-26 00:00:00,13082.0,9142.0,1527.0,,9125.0,1575.0,,6369.0,,29182.0,4484.0,
2011-09-24 01:00:00,12133.0,9181.0,1441.0,,8556.0,1397.0,,6016.0,,27414.0,4107.0,
2011-09-24 02:00:00,11689.0,8609.0,1361.0,,8071.0,1323.0,,5744.0,,25972.0,3875.0,
2011-09-24 03:00:00,11318.0,8252.0,1324.0,,7758.0,1295.0,,5517.0,,25012.0,3772.0,
2011-09-24 04:00:00,11187.0,8019.0,1309.0,,7624.0,1285.0,,5474.0,,24445.0,3684.0,
2011-09-24 05:00:00,11194.0,7871.0,1309.0,,7591.0,1291.0,,5463.0,,24233.0,3660.0,
2011-09-24 06:00:00,11255.0,7938.0,1367.0,,7746.0,1302.0,,5582.0,,24654.0,3747.0,
2011-09-24 07:00:00,11708.0,8134.0,1452.0,,8095.0,1350.0,,5810.0,,25634.0,3883.0,
2011-09-24 08:00:00,12284.0,8546.0,1532.0,,8489.0,1384.0,,6073.0,,26852.0,4055.0,
2011-09-24 09:00:00,12916.0,8740.0,1603.0,,9167.0,1436.0,,6350.0,,28878.0,4307.0,
2011-09-24 10:00:00,13378.0,9228.0,1689.0,,9816.0,1500.0,,6637.0,,30744.0,4606.0,
2011-09-24 11:00:00,13729.0,9580.0,1717.0,,10277.0,1559.0,,6805.0,,31974.0,4771.0,
2011-09-24 12:00:00,14120.0,9804.0,1728.0,,10489.0,1588.0,,6849.0,,32668.0,4847.0,
2011-09-24 13:00:00,14732.0,9865.0,1717.0,,10635.0,1608.0,,6800.0,,32899.0,4898.0,
2011-09-24 14:00:00,13668.0,9740.0,1697.0,,10620.0,1606.0,,6771.0,,32986.0,4918.0,
2011-09-24 15:00:00,13667.0,9639.0,1671.0,,10588.0,1606.0,,6693.0,,33121.0,4939.0,
2011-09-24 16:00:00,13593.0,9526.0,1651.0,,10570.0,1605.0,,6702.0,,33177.0,4908.0,
2011-09-24 17:00:00,13649.0,9461.0,1648.0,,10681.0,1615.0,,6665.0,,33184.0,4917.0,
2011-09-24 18:00:00,13587.0,9451.0,1639.0,,10735.0,1612.0,,6660.0,,33166.0,4911.0,
2011-09-24 19:00:00,13320.0,9449.0,1628.0,,10735.0,1586.0,,6530.0,,33159.0,4891.0,
2011-09-24 20:00:00,13751.0,9613.0,1665.0,,11088.0,1637.0,,6689.0,,34196.0,5027.0,
2011-09-24 21:00:00,14020.0,10093.0,1710.0,,11000.0,1660.0,,6863.0,,33845.0,5031.0,
2011-09-24 22:00:00,13577.0,10023.0,1664.0,,10588.0,1601.0,,6618.0,,32534.0,4784.0,
2011-09-24 23:00:00,12902.0,9755.0,1567.0,,9909.0,1525.0,,6261.0,,30550.0,4507.0,
2011-09-25 00:00:00,12239.0,9230.0,1449.0,,9193.0,1422.0,,5855.0,,28368.0,4149.0,
2011-09-23 01:00:00,12999.0,9294.0,1557.0,,8927.0,1527.0,,6554.0,,28103.0,4380.0,
2011-09-23 02:00:00,12345.0,8760.0,1487.0,,8455.0,1458.0,,6353.0,,26706.0,4169.0,
2011-09-23 03:00:00,12147.0,8435.0,1437.0,,8131.0,1416.0,,6177.0,,25818.0,4064.0,
2011-09-23 04:00:00,12024.0,8187.0,1406.0,,8066.0,1402.0,,6112.0,,25412.0,4017.0,
2011-09-23 05:00:00,12118.0,8131.0,1426.0,,8237.0,1438.0,,6179.0,,25763.0,4045.0,
2011-09-23 06:00:00,12693.0,8287.0,1532.0,,8901.0,1509.0,,6473.0,,27667.0,4272.0,
2011-09-23 07:00:00,13918.0,8875.0,1733.0,,10110.0,1643.0,,7076.0,,31343.0,4785.0,
2011-09-23 08:00:00,14821.0,9935.0,1884.0,,10797.0,1727.0,,7604.0,,33726.0,5129.0,
2011-09-23 09:00:00,15062.0,10535.0,1905.0,,11079.0,1814.0,,7761.0,,34945.0,5203.0,
2011-09-23 10:00:00,15230.0,10811.0,1933.0,,11345.0,1842.0,,7928.0,,35960.0,5349.0,
2011-09-23 11:00:00,15442.0,11014.0,1968.0,,11599.0,1895.0,,8115.0,,36634.0,5464.0,
2011-09-23 12:00:00,15449.0,11198.0,1965.0,,11751.0,1953.0,,8076.0,,36907.0,5541.0,
